npp_mean,npp_std,npp_count,date
522.8360936607653,139.16698809765907,3502,1997-01-02
537.6527698458024,142.31496324361123,3502,1997-01-03
,,0,1997-01-04
523.3986293546545,135.47779264389905,3502,1997-01-05
526.3423757852655,137.94246444953228,3502,1997-01-06
589.8440758293839,138.24424381621293,2110,1997-01-07
,,0,1997-01-08
619.4840091376357,115.47868813852726,3502,1997-01-09
608.6901770416905,126.84078396966147,3502,1997-01-10
,,0,1997-01-11
512.7588443396227,91.5536701014318,1696,1997-01-12
628.0988006853227,145.25689232275778,3502,1997-01-13
603.0254140491148,145.58460376254885,3502,1997-01-14
,,0,1997-01-15
582.4486007995431,135.63923604645774,3502,1997-01-16
603.4905768132496,138.85667928198734,3502,1997-01-17
615.9160479725871,143.60385309678992,3502,1997-01-18
,,0,1997-01-19
,,0,1997-01-20
,,0,1997-01-21
,,0,1997-01-22
,,0,1997-01-23
566.9414620217019,77.85249235130283,3502,1997-01-24
,,0,1997-01-25
,,0,1997-01-26
649.4091947458595,88.01604233079011,3502,1997-01-27
639.4257567104512,89.86598022760684,3502,1997-01-28
678.2258709308966,90.9640390849677,3502,1997-01-29
,,0,1997-01-30
657.254140491148,91.05577177566279,3502,1997-01-31
,,0,1997-02-01
761.4151913192461,97.53074799878887,3502,1997-02-13
,,0,1997-02-14
711.9423186750429,91.99396652361635,3502,1997-02-15
731.9728726442033,96.08009999351236,3502,1997-02-16
,,0,1997-02-17
,,0,1997-02-18
720.8923472301542,85.4936089517182,3502,1997-02-19
735.5696744717304,86.95917384217603,3502,1997-02-20
,,0,1997-02-21
658.8414545454546,43.75737599820096,1375,1997-02-22
685.5274129069103,60.28578632834605,3502,1997-02-23
691.6176470588235,62.31802755977685,3502,1997-02-24
,,0,1997-02-25
696.5225585379783,65.63088752600865,3502,1997-02-26
549.1913192461451,79.4032242455537,3502,1997-02-27
558.1521987435751,81.4783764940954,3502,1997-02-28
,,0,1997-03-01
584.3689320388349,84.37388802881006,3502,1997-03-02
569.4528840662479,81.83108573272233,3502,1997-03-03
,,0,1997-03-04
,,0,1997-03-05
697.5682467161622,100.58418624925658,3502,1997-03-06
696.1581953169617,100.39592432898668,3502,1997-03-07
,,0,1997-03-08
651.5810231494713,160.63478836449383,3499,1997-03-09
653.8001142204455,160.13226978461233,3502,1997-03-10
652.7487150199886,160.92428531811143,3502,1997-03-11
,,0,1997-03-12
634.7178754997144,151.76822561522735,3502,1997-03-13
611.1884637350086,221.92102567654894,3502,1997-03-14
596.8709308966305,212.4484925386463,3502,1997-03-15
,,0,1997-03-16
615.2490005711022,217.0802703306961,3502,1997-03-17
,,0,1997-03-18
,,0,1997-03-19
,,0,1997-03-20
851.6382067390063,502.7261797679557,3502,1997-03-21
,,0,1997-03-22
,,0,1997-03-23
969.999143346659,481.49681400329695,3502,1997-03-24
993.526841804683,503.05937210323356,3502,1997-03-25
965.8403769274701,491.32112829114465,3502,1997-03-26
,,0,1997-03-27
969.9920045688178,482.8343909156271,3502,1997-03-28
989.4757281553398,405.1014353013071,3502,1997-03-29
1031.0722847802397,419.01104686810356,2753,1997-03-30
,,0,1997-03-31
,,0,1997-04-01
976.4149057681325,393.7539912652657,3502,1997-04-02
,,0,1997-04-03
570.4,39.87112572610243,60,1997-04-04
678.083095374072,136.84951822867055,3502,1997-04-05
671.6010850942318,139.7533375274109,3502,1997-04-06
,,0,1997-04-07
676.263849229012,153.35795370810575,3502,1997-04-08
,,0,1997-04-09
,,0,1997-04-10
,,0,1997-04-11
643.4297544260422,144.81007690157904,3502,1997-04-12
557.1679040548258,148.63444407239658,3502,1997-04-13
524.2093023255813,86.9903919151981,43,1997-04-14
,,0,1997-04-15
606.0408338092518,152.88463599993636,3502,1997-04-16
652.0728155339806,163.282250146892,3502,1997-04-17
,,0,1997-04-18
,,0,1997-04-19
,,0,1997-04-20
625.2261564820103,241.48620647282942,3502,1997-04-21
,,0,1997-04-22
703.9550029603315,106.02751796097307,1689,1997-04-23
,,0,1997-04-24
574.3195316961736,167.79953862843445,3502,1997-04-25
,,0,1997-04-26
,,0,1997-04-27
,,0,1997-04-28
,,0,1997-04-29
,,0,1997-04-30
559.4554540262707,230.8973917688342,3502,1997-05-01
572.8063963449457,235.21469756605632,3502,1997-05-02
,,0,1997-05-03
,,0,1997-05-04
,,0,1997-05-05
556.258138206739,239.98959062892746,3502,1997-05-06
,,0,1997-05-07
748.4189406099518,81.43588657337536,623,1997-05-08
519.967816091954,180.86044798735958,2610,1997-05-09
549.6162223056702,182.12125734443146,2663,1997-05-10
,,0,1997-05-11
,,0,1997-05-12
499.17218732153054,287.4493053266856,3502,1997-05-13
,,0,1997-05-14
351.6544811320755,29.774244183722082,1696,1997-05-15
,,0,1997-05-16
549.1981724728727,298.43349743213895,3502,1997-05-17
,,0,1997-05-18
759.2887764215541,669.450975857213,3359,1997-05-19
,,0,1997-05-20
779.0519703026841,698.7225539974414,3502,1997-05-21
,,0,1997-05-22
916.6173615077099,911.8056131046858,3502,1997-05-23
899.6507709880068,896.6584935167309,3502,1997-05-24
3479.2302158273383,839.3234627116216,139,1997-05-25
,,0,1997-05-26
925.7872644203312,905.524186063189,3502,1997-05-27
1141.5454026270702,524.7940359854306,3502,1997-05-28
,,0,1997-05-29
989.4905183312263,279.38116253766003,3164,1997-05-30
,,0,1997-05-31
1184.36638452237,251.21423783616217,2481,1997-06-01
,,0,1997-06-02
,,0,1997-06-03
1136.4220445459737,248.20581779884824,3502,1997-06-04
,,0,1997-06-05
,,0,1997-06-06
,,0,1997-06-07
962.5790976584809,131.57165282004763,3502,1997-06-08
,,0,1997-06-09
,,0,1997-06-10
,,0,1997-06-11
1173.0362649914334,139.61294950480288,3502,1997-06-12
,,0,1997-06-13
1158.486864648772,149.41326795788362,3502,1997-06-14
1136.111650485437,150.38038324322895,3502,1997-06-15
1051.588806396345,145.45208073513456,3502,1997-06-16
,,0,1997-06-17
1045.9760137064534,135.0335829637473,3502,1997-06-18
1038.6102227298686,133.40286172449194,3502,1997-06-19
1012.7837025910627,125.30369478454662,2663,1997-06-20
,,0,1997-06-21
980.9308966304968,158.75790475918046,3502,1997-06-29
,,0,1997-06-30
,,0,1997-09-04
,,0,1997-09-06
817.5679611650486,261.592886343249,3502,1997-09-09
,,0,1997-09-10
541.773790951638,135.7498571360639,2564,1997-09-15
,,0,1997-09-16
623.8692175899486,311.6769980968717,3502,1997-09-18
589.8023986293547,324.5213622863639,3502,1997-09-19
592.4114791547687,330.76248293830724,3502,1997-09-20
572.4186179326099,306.80928205133984,3502,1997-09-21
,,0,1997-09-22
566.0950885208453,317.815884464434,3502,1997-09-23
,,0,1997-09-24
761.208452312964,310.3948305571647,3502,1997-09-25
709.2409271119244,242.682727594109,3279,1997-09-26
721.0131353512279,287.46572581228344,3502,1997-09-27
701.3926327812678,280.577536837131,3502,1997-09-28
697.6350656767561,289.9607269799301,3502,1997-09-29
581.0945174186179,278.6007665564691,3502,1997-09-30
604.9383209594517,265.0212962345326,3502,1997-10-01
635.0805254140491,271.11392427325956,3502,1997-10-02
,,0,1997-10-03
616.4908623643632,258.19875954594886,3502,1997-10-04
,,0,1997-10-05
887.2161621930326,223.4920030620172,3502,1997-10-06
851.6287835522559,212.93856910935557,3502,1997-10-07
663.3512278697887,181.18902132211056,3502,1997-10-08
1008.323243860651,198.50885878319232,3502,1997-10-09
985.3258138206739,195.71845363046205,3502,1997-10-10
981.7687035979441,193.52820711057632,3502,1997-10-11
957.0296973158195,186.2663504653237,3502,1997-10-12
,,0,1997-10-13
,,0,1997-10-19
776.2124500285552,413.2546033631005,3502,1997-10-20
718.4651627641348,372.6841858138817,3502,1997-10-21
,,0,1997-10-22
,,0,1997-10-23
867.5902341519131,468.2972707642619,3502,1997-10-24
,,0,1997-10-25
827.4580239862936,338.97691814696645,3502,1997-10-26
,,0,1997-10-27
847.6447744146202,356.1134420105924,3502,1997-10-28
753.8489434608795,337.7507998871535,3502,1997-10-29
519.2395773843518,150.92369318135337,3502,1997-10-30
523.0905197030269,177.57196102873496,3502,1997-10-31
556.0711022272986,170.79979771963872,3502,1997-11-01
546.6773272415762,164.74556761926868,3502,1997-11-02
544.2782258064516,162.52915303351682,3472,1997-11-03
552.9745859508852,210.4449629938911,3502,1997-11-04
,,0,1997-11-05
466.6330668189606,145.86642173566338,3502,1997-11-06
,,0,1997-11-07
513.6110793832096,193.51968711331162,3502,1997-11-08
525.3383780696745,334.2998983709455,3502,1997-11-09
510.5179897201599,329.8580195610184,3502,1997-11-10
570.9328954882924,403.9335322385554,3502,1997-11-11
580.1938892061679,393.84605981509554,3502,1997-11-12
575.4583095374072,390.86481872168093,3502,1997-11-13
474.0398190045249,209.17159939180104,3315,1997-11-14
467.1324957167333,201.513788899175,3502,1997-11-15
,,0,1997-11-16
448.5750999428898,196.60241731381765,3502,1997-11-17
,,0,1997-11-18
345.52512849800115,145.70437953635536,3502,1997-11-19
363.8398058252427,165.02930284344222,3502,1997-11-20
315.5648201027984,128.07373882782414,3502,1997-11-21
269.66961736150773,128.16623979063078,3502,1997-11-22
360.5902341519132,162.9192697618657,3502,1997-11-23
311.47315819531696,113.80145045098861,3502,1997-11-24
389.5383936451898,152.38631280975747,2266,1997-11-25
269.84466019417476,108.43620201407587,3502,1997-11-26
,,0,1997-11-27
348.5376927470017,132.5912598285116,3502,1997-11-28
,,0,1997-11-29
444.65134209023415,205.9823888447497,3502,1997-11-30
478.2829811536265,222.86483994430984,3502,1997-12-01
450.00885208452314,227.06986167346608,3502,1997-12-02
285.0548258138207,132.35698560027438,3502,1997-12-03
338.21844660194176,85.93615544232341,3502,1997-12-04
422.11707595659624,123.06928118852785,3502,1997-12-05
494.1234662576687,165.20215150045019,1304,1997-12-06
430.12992575671046,115.64207057839582,3502,1997-12-07
,,0,1997-12-08
429.04254711593376,73.30284743172675,3502,1997-12-09
375.7091836734694,22.88752706720362,196,1997-12-10
420.5248429468875,68.29053509882915,3502,1997-12-11
405.2667047401485,68.68591743221083,3502,1997-12-12
332.42318675042833,67.85194189283143,3502,1997-12-13
,,0,1997-12-14
388.4294688749286,86.53966530931419,3502,1997-12-16
561.6315789473684,137.183352345191,152,1997-12-17
453.2615648201028,82.26197236777689,3502,1997-12-18
,,0,1997-12-19
508.29497430039976,57.19258769998596,3502,1997-12-20
521.7336914811972,40.72827607381294,1303,1997-12-21
528.2492861222158,61.51467481777808,3502,1997-12-22
526.8712164477441,62.08846905284031,3502,1997-12-23
460.12050256996,71.0222878843834,3502,1997-12-24
460.4297544260423,71.07083004966827,3502,1997-12-25
457.85151342090234,70.00929771607987,3502,1997-12-26
461.25785265562536,69.33439394430593,3502,1997-12-27
,,0,1997-12-28
464.18246716162196,97.63312662156063,3502,1997-12-29
,,0,1997-12-30
406.0374071958881,96.95631570874102,3502,1997-12-31
364.25281803542674,149.69083978725374,2484,1998-01-01
417.3894917190177,150.35450658645152,3502,1998-01-02
430.5522558537978,157.66170792363172,3502,1998-01-03
439.1384922901199,162.52115078381567,3502,1998-01-04
437.7644203312393,164.47287227064646,3502,1998-01-05
315.2181610508281,131.5703894067136,3502,1998-01-06
331.5739577384352,117.99489426581151,3502,1998-01-07
,,0,1998-01-08
333.9294688749286,146.92717378738334,3502,1998-01-09
,,0,1998-01-10
265.3540833809252,97.11331076391802,3502,1998-01-11
437.1152790484904,167.37181821786132,3279,1998-01-12
360.70480549199084,205.15600844965329,3496,1998-01-13
291.14816933638446,171.01784506854523,3496,1998-01-14
370.2482837528604,188.03789244700212,3496,1998-01-15
319.73226544622423,149.6355329949564,3496,1998-01-16
398.05949656750573,204.08387248716528,3496,1998-01-17
351.3348457350272,210.279494764138,3306,1998-01-18
,,0,1998-01-19
374.83000604960677,202.49798940201157,3306,1998-01-20
,,0,1998-01-21
397.2764670296431,232.38148909894346,3306,1998-01-22
231.63677898343803,120.10477053812511,3502,1998-01-23
379.32981153626497,223.1675799100819,3502,1998-01-24
336.7481439177613,182.54406528005975,3502,1998-01-25
265.8934894346088,144.82491770408564,3502,1998-01-26
356.8166761850371,200.54492889489157,3502,1998-01-27
305.29611650485435,118.2472773349985,3502,1998-01-28
358.4286122215877,150.11452667006392,3502,1998-01-29
,,0,1998-01-30
359.17218732153054,150.55108664186957,3502,1998-01-31
,,0,1998-02-01
257.2547115933752,168.38013545650296,3502,1998-02-02
388.88635065676755,240.62797671402956,3502,1998-02-03
394.6036550542547,249.6568952682892,3502,1998-02-04
305.6059394631639,191.7748613062434,3502,1998-02-05
344.7812678469446,203.305591325151,3502,1998-02-06
587.6059394631638,405.8120167940219,3502,1998-02-07
476.93375214163336,334.2711637529641,3502,1998-02-08
620.6907481439177,445.36469699516425,3502,1998-02-09
,,0,1998-02-10
605.1413478012564,432.5142798066623,3502,1998-02-11
,,0,1998-02-12
735.8081096516277,485.66195121062157,3502,1998-02-13
742.9311821816106,494.4418783906594,3502,1998-02-14
772.8418046830383,510.3845865080579,3502,1998-02-15
655.2298686464877,389.85298007750447,3502,1998-02-16
747.3475157053113,458.23073142154936,3502,1998-02-17
715.6202170188463,452.92771036793715,3502,1998-02-18
614.9776075427225,345.2308256958784,3394,1998-02-19
649.8675042832667,387.0552190346354,3502,1998-02-20
,,0,1998-02-21
695.9237578526556,240.8635133248966,3502,1998-02-22
,,0,1998-02-23
695.4386065105654,249.78780846486734,3502,1998-02-24
673.7624214734437,246.75377518231318,3502,1998-02-25
662.031696173615,243.5429684158395,3502,1998-02-26
758.4343232438606,224.60061157842142,3502,1998-02-27
756.5739577384352,226.16812349904131,3502,1998-02-28
754.6721873215306,222.88906055602388,3502,1998-03-01
789.8910505836576,123.92429516273674,2570,1998-03-02
762.9714448886351,220.22478725847552,3502,1998-03-03
,,0,1998-03-04
440.33123929183324,120.38958243884949,3502,1998-03-05
,,0,1998-03-06
423.22615648201025,118.25943429169165,3502,1998-03-07
548.5199885779555,152.80703809428343,3502,1998-03-08
418.9251856082239,181.5042123402845,3502,1998-03-09
421.2435750999429,182.47970184361395,3502,1998-03-10
413.2875499714449,184.40866289480735,3502,1998-03-11
354.6570531125071,153.94663267264835,3502,1998-03-12
,,0,1998-03-13
455.5159908623644,238.2682612254497,3502,1998-03-14
,,0,1998-03-15
453.9997144488863,233.24593254430428,3502,1998-03-16
321.787037037037,9.799896943832591,108,1998-03-17
474.6267846944603,238.79311601891447,3502,1998-03-18
420.9842946887493,240.82500034828038,3502,1998-03-19
435.2898343803541,238.0774418314259,3502,1998-03-20
390.4271844660194,222.2849096927407,3502,1998-03-21
442.8352370074243,265.57566641036044,3502,1998-03-22
425.8709308966305,234.63606439112067,3502,1998-03-23
1122.578947368421,239.5008110720194,152,1998-03-24
491.8358081096516,221.2237256173752,3502,1998-03-25
,,0,1998-03-26
479.2875499714449,220.41434777499566,3502,1998-03-27
358.5449317038102,41.550061113720716,1391,1998-03-28
593.3498001142204,106.11848126468053,3502,1998-03-29
599.103369503141,106.206909601623,3502,1998-03-30
512.3383780696745,112.75580476533078,3502,1998-03-31
589.7647058823529,106.26733757513433,3502,1998-04-01
540.4440319817247,96.1490617235666,3502,1998-04-02
803.8660765276985,410.871468071513,3502,1998-04-03
,,0,1998-04-04
783.275271273558,405.10021203750375,3502,1998-04-05
,,0,1998-04-06
820.64163335237,431.6794442191482,3502,1998-04-07
526.566257057456,272.08967567331484,3011,1998-04-08
636.7193032552827,342.7649521382885,3502,1998-04-09
628.5376927470018,341.39500098071073,3502,1998-04-10
640.9751570531125,345.04006787691964,3502,1998-04-11
634.3392347230155,344.1737044456665,3502,1998-04-12
559.501713306682,180.57441461805857,3502,1998-04-13
562.8832095945174,182.89798865114392,3502,1998-04-14
,,0,1998-04-15
579.4017704169046,186.93649739257035,3502,1998-04-16
,,0,1998-04-17
850.1210736721873,275.81205717092485,3502,1998-04-18
840.5011422044546,276.55015640020434,3502,1998-04-19
848.3112507138778,278.9875392212964,3502,1998-04-20
853.8012564249001,277.030874743154,3502,1998-04-21
793.2621359223301,256.5464943390006,3502,1998-04-22
1081.485436893204,953.7385700849871,3502,1998-04-23
1092.7975986277872,946.5365678013711,3498,1998-04-24
1063.526841804683,954.6712374475386,3502,1998-04-25
,,0,1998-04-26
1054.4911479154769,937.0224036436947,3502,1998-04-27
,,0,1998-04-28
896.1938892061679,687.6733925677089,3502,1998-04-29
938.8912050256996,718.8041526887894,3502,1998-04-30
893.1733295259852,661.6551792148911,3502,1998-05-01
1024.269560251285,769.9349794050515,3502,1998-05-02
892.4494574528841,485.42690960338786,3502,1998-05-03
909.9882924043404,510.6476628330158,3502,1998-05-04
904.3358081096517,492.6900695106623,3502,1998-05-05
908.0108509423187,512.8123601569805,3502,1998-05-06
,,0,1998-05-07
748.1364934323244,205.8976882130099,3502,1998-05-08
,,0,1998-05-09
726.3161050828098,195.65691241625757,3502,1998-05-10
700.4411764705883,188.5300008410323,3502,1998-05-11
730.3903483723586,191.06745543970933,3502,1998-05-12
1015.7181610508281,916.494833788609,3502,1998-05-13
991.0408338092518,861.3875991625843,3502,1998-05-14
1036.8760708166762,931.4140288566524,3502,1998-05-15
1286.5128087831656,1075.0347304207742,2186,1998-05-16
1046.470017133067,934.2463141103851,3502,1998-05-17
,,0,1998-05-18
895.0973729297544,602.8890424805131,3502,1998-05-19
,,0,1998-05-20
885.9714448886351,572.9511824204858,3502,1998-05-21
899.9097658480869,588.3039909809504,3502,1998-05-22
1017.703597944032,927.9553696162435,3502,1998-05-23
962.8992004568818,876.6617066905904,3502,1998-05-24
1019.2658480868075,945.1297203662864,3502,1998-05-25
1033.2381496287835,957.9465884380893,3502,1998-05-26
2899.392376681614,1350.8700587204034,446,1998-05-27
780.9760137064535,327.99213940847676,3502,1998-05-28
,,0,1998-05-29
814.3163906339234,350.2673692967333,3502,1998-05-30
597.2840375586854,66.86537226480733,426,1998-05-31
873.576527698458,389.32875539868667,3502,1998-06-01
660.4266133637922,278.2408292528039,3502,1998-06-02
678.68075385494,285.0497712624017,3502,1998-06-03
667.7272986864649,284.0479567592001,3502,1998-06-04
696.8212450028556,298.24274994114006,3502,1998-06-05
636.1413478012564,268.062701518532,3502,1998-06-06
,,0,1998-06-07
708.2598515134209,259.3335236894233,3502,1998-06-08
,,0,1998-06-09
680.9040548258138,238.51520990836275,3502,1998-06-10
569.6128542510121,154.5325372783454,1976,1998-06-11
895.4500285551113,400.8930111432405,3502,1998-06-12
919.1581953169617,404.12421061019336,3502,1998-06-13
940.8977727013136,406.9235112101802,3502,1998-06-14
993.4231867504283,441.981165124419,3502,1998-06-15
1032.0136349550667,463.6423197032276,3227,1998-06-16
1229.6179326099373,661.6664217578584,3502,1998-06-17
,,0,1998-06-18
1245.7355796687607,668.4622343492714,3502,1998-06-19
,,0,1998-06-20
1211.6981724728726,691.1775664166333,3502,1998-06-21
2142.5256996002286,1455.985643845714,3502,1998-06-22
2238.7181610508283,1505.9296059121025,3502,1998-06-23
2156.884351798972,1431.5691304910076,3502,1998-06-24
2252.7818389491717,1469.3207282395192,3502,1998-06-25
2238.5679611650485,1449.785553110255,3502,1998-06-26
1571.3181039406054,714.6844726054077,3502,1998-06-27
1464.6330668189605,669.2744273726782,3502,1998-06-28
,,0,1998-06-29
,,0,1998-06-30
,,0,1998-07-01
1076.4271844660195,404.96231640438685,3502,1998-07-02
1068.7470017133066,402.5226293227976,3502,1998-07-03
1052.2835522558537,394.6972776881691,3502,1998-07-04
1068.9905768132496,406.8673397785565,3502,1998-07-05
1127.4229011993148,426.58080604973435,3502,1998-07-06
1321.808680753855,936.6334372824582,3502,1998-07-07
1268.2904062229904,905.674939328459,3471,1998-07-08
1249.297258709309,896.7099088544917,3502,1998-07-09
,,0,1998-07-10
1432.778412335808,1003.3968919059183,3502,1998-07-11
,,0,1998-07-12
1400.4537407195887,1108.5820981865795,3502,1998-07-13
1404.846944603084,1148.678941510137,3502,1998-07-14
1441.3657909765848,1159.8719619590383,3502,1998-07-15
1432.1681896059395,1118.2569118172478,3502,1998-07-16
1593.834584295612,1611.0789943525774,3464,1998-07-17
1550.4505366985784,1524.4177709117955,3447,1998-07-18
2173.280562347188,2144.3332223212847,1636,1998-07-19
1513.0899971338492,1660.4351014744118,3489,1998-07-20
,,0,1998-07-21
1289.5539691604797,1137.8524269127054,3502,1998-07-22
642.2990654205607,51.97864675761316,107,1998-07-23
1368.7233009708739,1227.6728635405968,3502,1998-07-24
1389.335522558538,1227.4531544471922,3502,1998-07-25
1515.653055396916,1293.2741425706663,3502,1998-07-26
1079.7969731581952,465.3943878277472,3502,1998-07-27
1062.2798400913764,461.9486046644483,3502,1998-07-28
1112.982866933181,474.03985287790886,3502,1998-07-29
,,0,1998-07-30
1132.4400342661336,508.4869665184455,3502,1998-07-31
,,0,1998-08-01
1137.7949743003999,374.6768875602413,3502,1998-08-02
1083.14447592068,322.1756986900549,1765,1998-08-03
1121.4505996573387,371.08330036034,3502,1998-08-04
1149.8666476299259,365.1825149100305,3502,1998-08-05
854.6576242147345,134.06905413563118,3502,1998-08-06
829.687321530554,133.73041428791916,3502,1998-08-07
781.1636207881211,130.18723419246717,3502,1998-08-08
826.8409480296973,134.55960106486543,3502,1998-08-09
,,0,1998-08-10
910.1896059394631,774.3354012081268,3502,1998-08-11
,,0,1998-08-12
905.5348372358652,773.6298725378936,3502,1998-08-13
910.7861222158766,762.0016965924721,3502,1998-08-14
943.1559109080525,789.6296399372682,3502,1998-08-15
996.5751503006012,1016.7368551753834,3493,1998-08-16
984.2004575350301,1018.8476614224279,3497,1998-08-17
979.786102373463,1002.5013794150484,3497,1998-08-18
977.1479679450487,1001.7275985003047,3494,1998-08-19
1038.3630117377613,1050.745193787586,3493,1998-08-20
,,0,1998-08-21
1009.3588790391765,1025.9906921476886,3497,1998-08-22
,,0,1998-08-23
963.7674285714286,995.8808828206681,3500,1998-08-24
886.618,965.693746524228,3500,1998-08-25
730.9908623643632,467.77298113625085,3502,1998-08-26
739.6216447744147,464.87730850052066,3502,1998-08-27
738.0571102227299,468.36543858396834,3502,1998-08-28
749.670188463735,475.6523009344737,3502,1998-08-29
750.0662690523526,486.34833337210097,3018,1998-08-30
634.9066247858367,309.21262013489473,3502,1998-08-31
,,0,1998-09-01
639.0839520274129,317.87049385217085,3502,1998-09-02
,,0,1998-09-03
668.6167904054826,334.88742268793004,3502,1998-09-04
745.4471730439749,275.39158959653486,3502,1998-09-05
794.1521987435751,352.5177200782684,3502,1998-09-06
781.6293546544831,358.92567540266805,3502,1998-09-07
758.456025128498,336.2166263791257,3502,1998-09-08
719.7821245002856,309.4468502965882,3502,1998-09-09
1627.1666666666667,146.83107139352367,276,1998-09-10
811.7110222729868,367.1120370284324,3502,1998-09-11
,,0,1998-09-12
837.1810394060536,393.495560225156,3502,1998-09-13
549.8400702987698,27.205797944975373,569,1998-09-14
734.3752141633353,344.37223568822134,3502,1998-09-15
764.0719588806396,365.68276965944534,3502,1998-09-16
766.335522558538,353.37435507701684,3502,1998-09-17
791.4031981724729,357.5774231675716,3502,1998-09-18
773.3121073672187,335.16762168775534,3502,1998-09-19
682.4494574528841,155.97112239305991,3502,1998-09-20
,,0,1998-09-21
656.4097658480869,156.13554401754968,3502,1998-09-22
,,0,1998-09-23
587.4074814391776,157.7708611831994,3502,1998-09-24
641.5660262275084,253.58490349400046,3279,1998-09-25
763.9466019417475,397.0643203978408,3502,1998-09-26
654.5953740719589,318.2068080889855,3502,1998-09-27
797.4797258709309,423.8609441316529,3502,1998-09-28
648.8657909765848,365.20175022465315,3502,1998-09-29
676.2090234151913,330.48706980897936,3502,1998-09-30
683.1719017704169,345.39285130813187,3502,1998-10-01
,,0,1998-10-02
763.2261564820103,362.46761957196753,3502,1998-10-03
,,0,1998-10-04
746.648201027984,233.53612161319788,3502,1998-10-05
752.9394631639063,233.2774916519367,3502,1998-10-06
732.456881781839,241.85210363188418,3502,1998-10-07
754.2398629354655,230.73667470518743,3502,1998-10-08
745.6790405482582,225.97197713286582,3502,1998-10-09
730.8555111364934,238.54516152260706,3502,1998-10-10
732.1536892213533,247.390076381479,2941,1998-10-11
666.5888063963449,223.33160090725,3502,1998-10-12
,,0,1998-10-13
684.7358652198743,227.19960095411446,3502,1998-10-14
,,0,1998-10-15
509.21987435751,139.861411269483,3502,1998-10-16
511.9046259280411,140.84657167241667,3502,1998-10-17
488.5405482581382,132.20617318382625,3502,1998-10-18
504.65191319246145,139.20271127545175,3502,1998-10-19
552.746716162193,256.5332825452974,3502,1998-10-20
551.2107367218732,258.8335167618095,3502,1998-10-21
1198.857142857143,539.6474271811785,224,1998-10-22
569.9911479154769,270.90531679866405,3502,1998-10-23
,,0,1998-10-24
611.9246145059966,236.19019725616394,3502,1998-10-25
588.6448598130842,68.65229576942355,1391,1998-10-26
511.8934894346088,198.473123124916,3502,1998-10-27
549.3552255853798,222.74677477096213,3502,1998-10-28
589.8303826384923,230.20449234210272,3502,1998-10-29
502.54454597372927,168.1330961511363,3502,1998-10-30
395.5188463735009,161.42202904473504,3502,1998-10-31
495.87064534551683,163.6109089475814,3502,1998-11-01
,,0,1998-11-02
461.5354083380925,120.95290925084804,3502,1998-11-03
,,0,1998-11-04
495.9143346659052,123.24076056967075,3502,1998-11-05
451.56339234723015,121.78279649541686,3502,1998-11-06
466.1324957167333,111.64500795747179,3502,1998-11-07
479.087949743004,120.68846021604611,3502,1998-11-08
529.0990862364363,155.95541893364125,3502,1998-11-09
409.3046830382639,127.88382156089303,3502,1998-11-10
